id,"title","authors","venue","year"
276,"proda : a suite of web-services for progressive data analysis","m jahangiri , c shahabi","proceedings of 24th acm sigmod international conference on & hellip ; ,","2005.0"
277,"continuous querying in database-centric web applications","jc shafer , r agrawal","www9 / computer networks ,","2000.0"
278,"unpacking phonological awareness : two treatments for low-skilled kindergarten children","re o'connor , jr jenkins , ta slocum","unpublished manuscript ,",""
279,"lp { the larch prover : version 3.1 , 1995","s garland","mit , laboratory for computer science , http://larch . lcs . mit .",""
280,"the discovery of the individual 1050-1200","c morris","",""
281,"Ã¢ ?? punctualityÃ¢ ?? and verb semantics","s engelberg","",""
282,"evaluation of winter rye hybrids fertility","l madej , r osinski , j jagodzinski","biuletyn-instytutu hodowli i aklimatyzacji roslin ,","1995.0"
283,"martingale estimating functions based on eigenfunctions for discretely observed small diffusions","m uchida","","2004.0"
284,"social experimentation","h riecken","",""
285,"computer implementation of thenite element method","a george","stanford university technical report stan-cs-208 , stanford , ca ,",""
286,"land degradation in the yallahs basin , jamaica : historical notes and contemporary observations","d barker , dfm mcgregor","geography ,",""
287,"scatter/gather : a cluster-based approach to browsing large doctnnent collections","dr cutting , dr karger , jo pedersen , jw tukey","proc . acm sig1r ,",""
288,"september 11 , terror war , and blowback","d kellner","unpublished manuscript ,",""
289,"unity and diversity : holiday celebrations around the world .","a lockledge","social studies and the young learner ,","1993.0"
290,"four cheers for geography","s jenkins","geography ,",""
291,"fluency in a discourse or manipulation of mental objects","w dÃ£ Â¶ rfler","proceedings of pme ,",""
292,"dec. 1981 . [ black 1985 ] ap black . supporting distributed applications : experience with eden","ca grove","proc . 10th acm symp . operating",""
293,"merialdo & p. sindoni , g.Ã¢ ?? the araneus web-base management systemÃ¢ ??","g mecca , p atzeni , a masci","acm sigmod international conference on management of",""
294,"classroom behaviors related to college teaching effectiveness","h murray","new directions for teaching and learning : using research to & hellip ; ,",""
295,"a multimedia presentation algebra","s adalÃ¤ Â± , ml sapino , vs subrahmanian","sigmod ,","1999.0"
296,"inc. , march 1985","m pirnie","& hellip ; river pcb reclamation/demonstration project , evaluation of",""
297,"hits and miss-es : a year watching the web","j graham-cumming","www6 / computer networks ,","1997.0"
298,"blink measurement by image processing and application to warning of driverÃ¢ ?? s drowsiness in","t nakano , k sugiyama , m mizuno , s yamamoto","procs . ieee intelligent vehicles",""
299,"description of the picture of a city","j stefanou , j stefanou","athens , greece : ntua publications ,",""
300,"falcon : feedback adaptive loop for content-based retrieval","t authors , c identified","",""
301,"a characterization of the bivariate normal-wishart distribution","d geiger , d heckerman","",""
302,"a university-industry association model for curriculum enhancement .","m passer","new directions for higher education ,","1984.0"
303,"o-linked oligosaccharide on igal hinge region in iga nephropathy . fundamental study for precise","y hiki , a horii , h iwase , a tanaka","contributions to nephrology ,","1995.0"
304,"designing solutions with com + technologies","r brown , w baron , wd chadwick","","2001.0"
305,"hints of discontent","s alexander","",""
306,"the undergraduate curriculum and distance education .","ge miller","new directions for adult and continuing education ,","1995.0"
307,"the social delegation cycle","g boella , l van der torre","lnai n. 3065 : procs . ofÃ¢ ?? eonÃ¢ ?? 04 ,",""
308,"what teachers can do to relieve problems identified by international students","ds lee","new directions for teaching and learning ,","1997.0"
309,"the haskell school of expression : learning functional programming through multimedia , 2000","p hudak","",""
310,"the lilog knowledge representation system","t bollinger , u pletat","acm sigart bulletin ,","1991.0"
311,"combining ontologies : an analysis of problems and solutions","m klein","",""
312,"dynamic performance and minimum loading effects of an isolated self-excited reluctance generator","ys wang","",""
313,"pulsar-appropriate clock statistics","d matsakis , f josties","proc . 28th annual precision time and time interval ( ptti ) & hellip ; ,",""
314,"an evaluation of buffer management strategies for relational database systems / / vldb '85","ht chou , dj dewitt","proceedings of 11th international conference on very large & hellip ; ,",""
315,"australian women in it","l von hellens , s nielsen","communications-acm ,","2001.0"
316,"thin is in : wafer-thinning method delivers ultra-slim chips with a clean process","d bursky","electronic design ,",""
317,"helping faculty to help their students learn .","j katz","new directions for teaching and learning ,","1989.0"
318,"database decomposition into 4nf","g grahne , k raiha","9th vldb ,",""
319,"syntactic accidents in program analysis","d damian , o danvy","proceedings of the 2000 acm sigplan international conference",""
320,"locational trends in r & d by large us corporations , 1965-1977","ej malecki","economic geography ,","1979.0"
321,"on the instability of cylindrical fluid surfaces","l rayleigh","phil . mag ,",""
322,"collapse analysis of reinforced concrete frames under earthquake [ a ]","cm liu , xl liu","proc . int . conf . on concrete ,","1992.0"
323,"a pattern of vortexflow of continental crust and the environ mental geology in china","l zonghua","","1986.0"
324,"efficient algorithms for large-scale topology discovery","b donnet , p raoult , t friedman , m crovella","",""
325,"yu . a. nikolaev , and yu . r. kevorkyan , Ã¢ ?? grain-boundary segregation of phosphorous in low-alloy","av nikolaeva","at .",""
326,"grassroots","k kamiya , m rÃ£ Â¶ scheisen , t winograd","technical report , stanford university , cf. url http://diglib .",""
327,"discrete subgroups of semisimple lie groups","ga margulis","","1991.0"
328,"a direct particle simulation method for hypersonic rarified ow","jd mcdonald","technical report 411 , stanford university , march",""
329,"hierarchical dynamic router","k kawamura , m umeda , h shiraishi","proceedings of the 23rd acm/ieee conference on design & hellip ; ,","1986.0"
330,"cytoplasmic ion transport as a general , very early step in the orientation of the embryonic left -","m levin","","2003.0"
331,"shaping minds musically","t machover","bt technology journal ,","2004.0"
332,"an empirical study of sale rates and prices in impressionist and contemporary art auctions","o ashenfelter , k graddy","unpublished manuscript ,",""
333,"aexible multicast routing protocol for group communication","s aggarwal , s paul , d massey , d caldararu","computer networks ,","2000.0"
334,"deployment and support of complex integrated solutions","i buxton , swj hodgkiss , gd king","bt technology journal ,","1997.0"
335,"impact of control system design on a flexible manufacturing system for colliery arches","sj williams","",""
336,"downsizing in privatized firms in russia , ukraine , and belarus","i filatotchev , t buck , v zukov","academy of management journal ,","2000.0"
337,"dictionary methods for cross-lingual information retrieval","l ballesteros , wb croft","lecture notes in computer science ,","1996.0"
338,"compensatory conviction in the face of personal uncertainty : going to extremes and being oneself","i mcgregor , mp zanna , jg holmes , sj spencer","journal of personality and social psychology ,","2001.0"
339,"sigcas chair 's message","cd martin","computers and society ,",""
340,"dose loads on hydrobionts and the population in regions of operation of nuclear-powered ships","va danilyan , vd vysotskii , mn katkova , ii kryshev","at .",""
341,"irrigation management transfer in nigeria : a case ofÃ¢ Â® financial sustainability for operation ,","ik musa","international conference on irrigation management transfer ,",""
342,"systematics of the molar-toothed redhorse suckers ( moxostoma carinatum ) and the rediscovered m.","re jenkins , bj freeman","unpublished",""
343,"the situational factors affecting teaching .","ld fink","new directions for teaching and learning ,","1984.0"
344,"manipulating complex objects","m lacroix , m vanhoedenaghe","acm press frontier series ,","1990.0"
345,"women , fire , and dangerous things : what categories reveal about the mind university of chicago press","g lakoff","isbn ,",""
346,"storage consideration in relation to source , capacity and peak demands , Ã¢ ?? a paper presented at the","dp proudfit","madison , wisconsin : university of wisconsin , march ,",""
347,"rate-monotonic analysis for real-time industrial computing","mh klein , jp lehoczky , r rajkumar","",""
348,"distributed data bases : a-sumnary of research","jp fry , me deppe","computer networks ,",""
349,"the evolution of polyandry","ja zeh , dw zeh","","1996.0"
350,"intra-transaction parallelism in the mapping of an object model to a relational multi-processor","m rys , mc norrie , hj schek","vldb",""
